iso3,country_name,region,income_level,gdp,population,task_count,mean_task_exposure,substitution_share,augmentation_share,sub_only_share,both_share,aug_only_share,neither_share,share_exposed,share_high_exposure,task_exposure_sd,substitution_minus_augmentation,llm_dominant_share,robotics_physical_dominant_share,software_rules_dominant_share,domain_tools_dominant_share,turnkey_share,configure_and_train_share,integration_and_data_share,capex_and_governance_share,goods_projected_trade_value_usd,goods_trade_automation_intensity,goods_trade_value_usd_exposed,goods_autonomous_execution_trade_share,goods_human_uses_tool_trade_share,goods_supervised_machine_trade_share,unclear_or_context_dependent_x,goods_total_trade_value_usd,services_projected_trade_value_usd,services_trade_automation_intensity,services_human_uses_tool_trade_share,unclear_or_context_dependent_y,services_total_trade_value_usd,goods_trade_value_per_capita_exposed,goods_trade_openness,services_trade_openness,gdp_per_capita,log_gdp_per_capita,log_population,manufacturing_value_added_pct_gdp,manufacturing_value_added_pct_gdp_source_year,trade_pct_gdp,trade_pct_gdp_source_year,internet_users_pct,internet_users_pct_source_year,fixed_broadband_per_100,fixed_broadband_per_100_source_year
PHL,Philippines,East Asia & Pacific,Lower middle income,461617509782.355,115843670.0,18797,1.3103686758525297,0.16635633345746662,0.03457998616800553,0.16635633345746662,0.268659892536043,0.03457998616800553,0.5304037878384849,0.4694898122040751,0.08863116454753418,0.9417042485808931,0.13177634728946108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450486651378.0,1.4094407133081317,188635081367.0,5.420430977323404e-05,0.785779071750953,0.0007345384729776253,0.21343218546629616,101143922144.0,,,,,,1628.3589890323744,0.2191076378183481,,3984.8315387656053,8.29025031649527,18.56775216772966,15.6771530992166,2024.0,65.8854725286968,2024.0,83.7661,2023.0,6.53931,2023
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,70962185790.7094,109276265.0,18797,0.39830824067670373,0.05426397829440868,0.0030323987870404853,0.05426397829440868,0.050486779805288075,0.0030323987870404853,0.8922168431132628,0.10778315688673724,0.004362398255040698,0.6875134128723381,0.051231579507368195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039218623.0,0.7554651818436475,103701640.0,3.337700001936936e-05,0.9115058978307012,0.00046023039754552206,0.0880004947717339,21510124685.0,,,,,,0.9489859485955161,0.30312094315189736,,649.383338556725,6.476023202666871,18.509389774944978,8.21811392729758,2024.0,100.554088317275,2024.0,30.548,2023.0,0.0219936,2023
VNM,Viet Nam,East Asia & Pacific,Lower middle income,476388230307.175,100987686.0,18797,1.337873064850774,0.1768367292653083,0.035537585784965686,0.1768367292653083,0.2705750917699633,0.035537585784965686,0.5170505931797628,0.4826302069479172,0.09134436346225462,0.9373401703450159,0.14129914348034261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158827345905.0,1.7590656490514949,733411222052.0,0.00010546022876648505,0.9452140034688096,0.0008509282780429296,0.05382960802438107,418266953588.0,,,,,,7262.382683488757,0.8779959851617274,,4717.290287324487,8.45898982205734,18.430509146580512,24.4304272603192,2024.0,173.862024782965,2024.0,84.15,2024.0,22.6807,2023
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,475252089215.416,91567738.0,18797,1.2451987019205193,0.17263393094642762,0.03309038676384529,0.17263393094642762,0.24886950045219983,0.03309038676384529,0.5454061818375273,0.45459381816247274,0.07852316859073256,0.9581018762865716,0.13954354418258233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701178318.0,1.4077793213444894,783001695.0,0.0002039163069088681,0.9315395712679192,0.01577649251464302,0.05248001991052886,12976514559.0,,,,,,8.551065168826165,0.027304487141598183,,5190.169590248216,8.554521651974477,18.33258956236535,20.5908961207021,2024.0,52.0621306794348,2024.0,79.6309,2023.0,12.0206,2023
TUR,Turkiye,Europe & Central Asia,Upper middle income,1359123768774.12,85518661.0,18794,1.4485474087474726,0.19889326380759817,0.04666382888155794,0.19889326380759817,0.28274981377035224,0.04666382888155794,0.47169309354049166,0.5282004895179313,0.12429498776205172,0.9507043407087844,0.15222943492604024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487807937319.0,1.4606944140764124,217088062731.0,0.0008158359582815651,0.9196986846477164,0.006210601825486119,0.07327487756851589,263069039083.0,67630581000000.0,1.685379044725344,0.5052502014128154,0.4947497985871846,240295000000.0,2538.487625887875,0.19355782389140222,0.17680141096843394,15892.715728724052,9.67361615296566,18.26424516740227,16.8424801408013,2024.0,54.5988061195916,2024.0,87.3079,2024.0,22.4592,2023
DEU,Germany,Europe & Central Asia,High income,4685592577804.69,83516593.0,18796,1.5644286018301767,0.20999148755054267,0.05793785911896148,0.20999148755054267,0.30676739731857844,0.05793785911896148,0.42530325601191743,0.5740583102787827,0.15178761438603958,0.9339479801935325,0.15205362843158118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4874447584487.0,1.7534063030257196,2928147736929.0,0.0007071700565558093,0.9181120599000125,0.0075039598731985405,0.0736768101702331,1632728524865.0,671872915000000.0,1.8386230363222782,0.5026698125585859,0.49733018744141416,2920854000000.0,35060.67036198424,0.34845721170874216,0.6233691793511608,56103.73231825549,10.934957619034957,18.24055588864204,18.0067082931968,2024.0,79.0907305894936,2024.0,93.5,2024.0,45.3805,2023
THA,Thailand,East Asia & Pacific,Upper middle income,526517658841.684,71668011.0,18797,1.406767037293185,0.18917912432835027,0.04080438367824653,0.18917912432835027,0.27924668830132465,0.04080438367824653,0.4907698036920785,0.5091237963504814,0.11081555567377772,0.9430182158763496,0.14837474065010375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961602312220.0,1.7168498671374794,519834399269.0,0.0003661569845720644,0.904667222046959,0.0015636609291513378,0.09340296003931753,327548440638.0,,,,,,7253.367185940182,0.6221034283229785,,7346.6202214218565,8.901995652630735,18.08755505538743,24.3302698519497,2024.0,136.747107022451,2024.0,90.8672,2024.0,15.7473,2023
GBR,United Kingdom,Europe & Central Asia,High income,3686033044482.13,69226000.0,18797,1.5654625738149706,0.21636431345427462,0.05399797840080864,0.21636431345427462,0.2993030802787679,0.05399797840080864,0.43033462786614884,0.5693993722402511,0.16156833537266585,0.9486103466496368,0.16236633505346598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012020810636.0,1.7920358116186021,659936631439.0,0.00045410512528017003,0.9130271011406522,0.004479352888159613,0.08203944084590802,449031676565.0,1224291166000000.0,1.8264627974943666,0.5003367916369102,0.4996632083630898,4174121000000.0,9533.074732600468,0.12181976426857748,1.1324155127281135,53246.36761451088,10.882684867433001,18.05288707256521,7.98503886607726,2024.0,62.8401605267118,2024.0,96.2988,2023.0,41.4368,2023
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,78844405385.2195,68560157.0,18797,0.7423525030589988,0.08985476405809438,0.010054795978081609,0.08985476405809438,0.1380007447997021,0.010054795978081609,0.762089695164122,0.23785710485715805,0.011171995531201788,0.8436038502165346,0.07979996808001277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210317860.0,0.7179948505428153,156793345.0,0.00035598582342658317,0.9405474723805199,0.0041115273635638164,0.05498501443248966,11173814110.0,,,,,,2.2869455360202866,0.14171980948307958,,1150.0032793860069,7.047520072993236,18.04322212221617,8.06364335166651,2024.0,41.5131207208244,2024.0,29.0638,2023.0,2.49959,2023
FRA,France,Europe & Central Asia,High income,3160442622465.08,68551653.0,18796,1.5474569057246224,0.20967227069589275,0.056288572036603535,0.20967227069589275,0.30197914449882957,0.056288572036603535,0.4320600127686742,0.5674611619493509,0.15045754415833157,0.9431789497130584,0.15338369865928922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518643702139.0,1.642222806131738,823407717081.0,0.0006148787853824925,0.9110226819077591,0.003981269060994403,0.0843811702458639,657071161728.0,667081456000000.0,1.7901938005603921,0.4987837276478437,0.5012162723521563,2546401000000.0,12011.493247011855,0.2079047906319837,0.8057102451092308,46103.08408558842,10.738635126651346,18.043098077467423,9.56647520690692,2024.0,68.1081875443744,2024.0,88.6538,2024.0,48.6688,2023
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,401144998373.585,64007187.0,18797,1.4116082353567059,0.19284992286003086,0.03787838484864606,0.19284992286003086,0.2799382880246848,0.03787838484864606,0.4893334042666383,0.5104537958184817,0.11767835292865883,0.9542491438725168,0.1549715380113848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135109569096.0,1.5810993061728622,74650715578.0,0.00013435089106902793,0.9442075272281868,0.002505086976922498,0.053153034903821714,150658423714.0,,,,,,1166.286460581372,0.37557098885648404,,6267.186814093002,8.743082858954319,17.974505931894125,12.7973009661441,2024.0,61.646770473025,2024.0,75.6592,2023.0,3.40566,2023
ITA,Italy,Europe & Central Asia,High income,2380825077243.59,58952704.0,18797,1.4952918018832793,0.20200031919987232,0.0506463797414481,0.20200031919987232,0.2930786827685269,0.0506463797414481,0.4542746182901527,0.5454061818375273,0.13831994467202213,0.950519001107857,0.15135393945842424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560662591944.0,1.7466097428916976,936275410586.0,0.0009633035524528962,0.9170164721852658,0.012003414762229523,0.07001680950005172,656852894097.0,341746311000000.0,1.7643596890209006,0.5006683204882436,0.4993316795117564,1463235000000.0,15881.806042111317,0.2758929668438616,0.6145915607097294,40385.341395766845,10.60622216136962,17.892246053276516,14.8235735691366,2024.0,62.8237685119526,2024.0,89.2207,2024.0,31.8411,2023
KEN,Kenya,Sub-Saharan Africa,Lower middle income,120339557905.932,56432944.0,18797,1.0554875778049688,0.12326435069425973,0.022343991062403576,0.12326435069425973,0.22397191041123585,0.022343991062403576,0.6304197478321009,0.36958025216789914,0.04032558386976645,0.9175491216928022,0.10092035963185615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065208626.0,1.1352443770005234,938346018.0,5.000410043867598e-05,0.9457923582784541,0.0027174427637148375,0.051440194857392395,8003354889.0,,,,,,16.627628322917197,0.06650643419561278,,2132.434520976471,7.665019573607886,17.84856365941559,7.2507294225429,2024.0,40.1860139968756,2024.0,34.9762,2024.0,2.38883,2023
MMR,Myanmar,East Asia & Pacific,Lower middle income,74068349523.8095,54500091.0,18797,0.7631004947598021,0.1118795552481779,0.00893759642496143,0.1118795552481779,0.13693674522530191,0.00893759642496143,0.7422461031015588,0.25775389689844125,0.01574719370112252,0.8713637003332879,0.10294195882321647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8754235448.0,1.1691031896267088,3503222769.0,7.773802795713886e-05,0.9035407472170607,0.0009596473672545893,0.0954218673877276,20853786462.0,,,,,,64.27920953379693,0.28154787565904227,,1359.0500156010655,7.21454121671238,17.81371292935685,22.5216536798612,2024.0,,,58.5357,2023.0,2.7983,2023
COL,Colombia,Latin America & Caribbean,Upper middle income,418818154879.271,52886363.0,18797,1.3573974570410172,0.17587912964834815,0.03718678512528595,0.17587912964834815,0.2774910890035644,0.03718678512528595,0.5094429962228015,0.4903442038623185,0.09698356120657552,0.9399426861306682,0.1386923445230622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12241897186.0,1.3866406054621148,4899017416.0,0.00021581712048859876,0.9205971230413829,0.004624715445637463,0.07456234439249113,53097478934.0,,,,,,92.63290455424209,0.12677931535538603,,7919.208868253448,8.977046589447056,17.783656075315644,10.0955376873703,2024.0,37.0254687077888,2024.0,77.3369,2023.0,17.037,2023
KOR,"Korea, Rep.",East Asia & Pacific,High income,1875388209406.8,51751065.0,18794,1.6071618601681388,0.22688091944237523,0.05496435032457167,0.22688091944237523,0.3149409385974247,0.05496435032457167,0.40321379163562837,0.5965201660104289,0.16978823028626158,0.9467765673879612,0.17191656911780356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926196200586.0,1.986022561923957,1357360589291.0,0.0005038579920907015,0.8599126291268206,0.006254824654069338,0.13332868822701935,660817557989.0,,,,,,26228.650353205292,0.3523630759084391,,36238.63990831493,10.497881229328883,17.761955569608137,26.6179725157922,2024.0,84.6424951192038,2024.0,97.8956,2024.0,46.5676,2023
SDN,Sudan,Sub-Saharan Africa,Low income,49672435513.1126,50448963.0,18797,0.5717933712826515,0.0806511677395329,0.006330797467681013,0.0806511677395329,0.09150396339841464,0.006330797467681013,0.8215140713943715,0.17848592860562856,0.009788796084481566,0.8006077400256975,0.07432037027185188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35570472.0,0.9720823215390564,10901434.0,0.0032683569675431914,0.9337366116479984,0.010822122349121485,0.05217290903533695,4945718870.0,,,,,,0.21608836637534057,0.09956666748692888,,984.6076620665642,6.892243249201768,17.73647274954768,,,1.99541210225008,2024.0,26.4383,2020.0,0.0604394,2022
UGA,Uganda,Sub-Saharan Africa,Low income,53911907086.1525,50015092.0,18797,0.6864393254242698,0.07990636803745278,0.009682396127041549,0.07990636803745278,0.12443475022609991,0.009682396127041549,0.7859764856094058,0.21402351439059425,0.00962919614832154,0.8257143521277911,0.07022397191041123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438666904.0,0.7250327988361092,187168840.0,1.2059080494424163e-05,0.9309423100484419,0.004208750464172769,0.06483688040689091,8519977155.0,,,,,,3.74224724009305,0.15803516542987203,,1077.912784528168,6.982781843305583,17.72783535784789,15.1091911678522,2024.0,42.6527889088562,2024.0,8.94983,2024.0,0.091297,2023
ESP,Spain,Europe & Central Asia,High income,1725671652742.19,48848840.0,18796,1.5254841455628858,0.20844860608640137,0.051925941689721214,0.20844860608640137,0.2965524579697808,0.051925941689721214,0.44307299425409663,0.5566609917003618,0.14636092785699084,0.9471789493162551,0.15652266439668017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606447484136.0,1.5869961784146318,316926214536.0,0.00042539894013666276,0.9144294102894449,0.005408130525386918,0.07973706024503147,412606842388.0,252420666000000.0,1.794861942880699,0.5068447552898797,0.49315524471012034,816967000000.0,6487.896427755501,0.23909927577030332,0.47341972541635785,35326.76830692786,10.472396264528529,17.7042411900094,10.8444299486305,2024.0,69.9502612382631,2024.0,95.7575,2024.0,37.2148,2023
DZA,Algeria,Middle East & North Africa,Upper middle income,269322281664.773,46814308.0,18797,1.1955631217747513,0.15385433845826463,0.031228387508644997,0.15385433845826463,0.2481247007501197,0.031228387508644997,0.5667925732829707,0.4331542267383093,0.054157578336968666,0.9214828866839881,0.12262595094961963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636211942.0,1.2515786586728357,246826332.0,0.0005224202471823454,0.912239941890308,0.0024189156135016403,0.08481872224900802,55689574538.0,,,,,,5.2724549938877665,0.20677670705061504,,5752.990766514652,8.65747513187585,17.66169944065878,9.45462250569716,2024.0,40.1345741170703,2024.0,76.9081,2023.0,12.0087,2023
IRQ,Iraq,Middle East & North Africa,Upper middle income,279641257615.385,46042015.0,18797,0.9449380220247912,0.1237963504814598,0.01718359312656275,0.1237963504814598,0.18721072511570996,0.01718359312656275,0.6718093312762675,0.3281374687450125,0.02287599084960366,0.894320444496885,0.10661275735489706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673792138.0,1.1025891415194875,204159944.0,7.098183149177678e-05,0.9580597391891801,0.0045722097754723285,0.037297069203855865,114387759075.0,,,,,,4.434209580097656,0.4090517974723438,,6073.610323427091,8.711708488695377,17.645064907150424,4.08706182141497,2024.0,70.7087434748943,2024.0,81.7291,2023.0,17.2313,2023
ARG,Argentina,Latin America & Caribbean,Upper middle income,638365455340.04,45696159.0,18794,1.408587847185272,0.18963498989039054,0.04363094604661062,0.18963498989039054,0.2801425987017133,0.04363094604661062,0.4865914653612855,0.5133021176971374,0.11258912418857082,0.949436072674612,0.1460040438437799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54169770680.0,1.4934943290034988,26257825193.0,0.0001134200481721515,0.9599061444097662,0.0019490533128466994,0.038031382229214934,71966750357.0,,,,,,574.6177746142733,0.1127359724041854,,13969.783660373732,9.544651966116334,17.637524804192147,15.1850458096465,2024.0,27.929760849367,2024.0,89.6672,2024.0,25.3581,2023
AFG,Afghanistan,South Asia,Low income,17152234636.8715,42647492.0,18797,0.456189817524073,0.06830877267649092,0.004894398042240783,0.06830877267649092,0.06383997446401021,0.004894398042240783,0.862956854817258,0.13704314518274194,0.005745597701760919,0.7383422980460712,0.06341437463425013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83263202.0,0.6222334327233776,16058349.0,0.0001103488669580591,0.9440213697282505,0.0037371490949867628,0.052131132309804755,1673334638.0,,,,,,0.37653677266649116,0.09755782109013929,,402.1862443135343,5.996915275643621,17.568479025952527,7.5409168634476,2023.0,67.5846651516385,2023.0,17.7089,2023.0,0.0800873,2023
CAN,Canada,North America,High income,2243636826633.76,41288599.0,18795,1.553338653897313,0.21010907156158554,0.05102420856610801,0.21010907156158554,0.30353817504655495,0.05102420856610801,0.4353285448257515,0.5640329874966746,0.1532854482575153,0.9389810691537965,0.15908486299547753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730184368215.0,1.6463786701717347,390238604367.0,0.0011228147365085674,0.921813739655147,0.005146835591930161,0.07191661001641428,574752396543.0,,,,,,9451.485732586858,0.2561699780108039,,54340.34772247321,10.903022281974831,17.53609696655278,9.25454311712137,2021.0,65.1499212653783,2024.0,93.9564,2023.0,42.5242,2023
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,21606160663.0318,40583164.0,18797,0.5201361919455232,0.08517316593073362,0.0031387987444805024,0.08517316593073362,0.07022397191041124,0.0031387987444805024,0.8414640634143746,0.15853593658562537,0.009043996382401448,0.7764292578688605,0.08203436718625312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83437791.0,0.9313277601033325,26368299.0,4.3625316015377254e-05,0.9737405440179978,0.00029507013195016155,0.02592076053403667,1084720296.0,,,,,,0.649734924561328,0.05020421318332412,,532.3922172019855,6.277380468085756,17.51886385876556,,,56.0778227215077,2018.0,13.8152,2020.0,1.27124,2022
